fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
2586,person,0.689,347,269,275,333,447,,0.0,0,0,0,0,
2586,car,0.714,351,1433,322,1512,381,,0.0,0,0,0,0,
2587,car,0.921,338,1214,317,1364,429,,0.0,0,0,0,0,
2587,car,0.709,345,1347,320,1425,378,,0.0,0,0,0,0,
2587,person,0.65,347,274,273,337,444,,0.0,0,0,0,0,
2587,car,0.725,351,1431,321,1512,382,,0.0,0,0,0,0,
2588,car,0.911,338,1214,316,1365,430,,0.0,0,0,0,0,
2588,car,0.699,345,1348,320,1423,378,,0.0,0,0,0,0,
2588,person,0.624,347,276,267,341,444,,0.0,0,0,0,0,
2588,car,0.711,351,1430,322,1512,382,,0.0,0,0,0,0,
2589,car,0.916,338,1213,316,1367,431,,0.0,0,0,0,0,
2589,car,0.727,345,1347,321,1421,378,,0.0,0,0,0,0,
2589,person,0.7,347,277,263,344,445,,0.0,0,0,0,0,
2589,car,0.698,351,1431,322,1512,382,,0.0,0,0,0,0,
2590,car,0.928,328,1213,316,1367,433,MATRICULA,0.865,1267,407,1313,421,MATRICULA
2590,car,0.685,345,1347,321,1419,377,,0.0,0,0,0,0,
2590,person,0.802,347,277,265,346,444,,0.0,0,0,0,0,
2590,car,0.701,351,1432,321,1512,382,,0.0,0,0,0,0,
2591,car,0.922,338,1212,316,1368,434,,0.0,0,0,0,0,
2591,car,0.746,345,1345,321,1418,376,,0.0,0,0,0,0,
2591,person,0.771,347,277,269,350,443,,0.0,0,0,0,0,
2591,car,0.704,351,1433,321,1512,382,,0.0,0,0,0,0,
2592,car,0.927,338,1212,316,1369,435,,0.0,0,0,0,0,
2592,car,0.733,345,1345,321,1419,375,,0.0,0,0,0,0,
2592,person,0.759,347,277,264,354,443,,0.0,0,0,0,0,
2592,car,0.715,351,1433,322,1512,382,,0.0,0,0,0,0,
2593,car,0.888,338,1213,316,1372,436,,0.0,0,0,0,0,
2593,car,0.73,345,1344,320,1418,376,,0.0,0,0,0,0,
2593,person,0.734,347,279,273,358,445,,0.0,0,0,0,0,
2593,car,0.7,351,1432,321,1512,382,,0.0,0,0,0,0,
2594,car,0.85,338,1212,316,1375,437,,0.0,0,0,0,0,
2594,car,0.743,345,1345,320,1414,375,,0.0,0,0,0,0,
2594,person,0.725,347,285,287,362,446,,0.0,0,0,0,0,
2594,car,0.691,351,1432,322,1513,382,,0.0,0,0,0,0,
2595,car,0.825,328,1211,316,1376,440,MATRICULA,0.844,1268,413,1318,429,MATRICULA
2595,car,0.721,345,1345,320,1412,375,,0.0,0,0,0,0,
2595,person,0.703,347,289,291,365,443,,0.0,0,0,0,0,
2595,car,0.702,351,1432,322,1513,382,,0.0,0,0,0,0,
2596,car,0.827,338,1209,316,1379,444,,0.0,0,0,0,0,
2596,car,0.719,345,1345,320,1408,374,,0.0,0,0,0,0,
2596,person,0.75,347,295,281,367,440,,0.0,0,0,0,0,
2596,car,0.696,351,1432,322,1513,382,,0.0,0,0,0,0,
2597,car,0.836,338,1209,316,1380,447,,0.0,0,0,0,0,
2597,car,0.716,345,1345,320,1407,375,,0.0,0,0,0,0,
2597,person,0.717,347,302,290,370,441,,0.0,0,0,0,0,
2597,car,0.702,351,1433,322,1513,382,,0.0,0,0,0,0,
2598,car,0.848,338,1208,316,1382,449,,0.0,0,0,0,0,
2598,car,0.679,345,1345,320,1407,374,,0.0,0,0,0,0,
2598,person,0.536,347,310,289,373,440,,0.0,0,0,0,0,
2598,car,0.698,351,1433,322,1513,382,,0.0,0,0,0,0,
2599,car,0.829,338,1208,316,1385,450,,0.0,0,0,0,0,
2599,car,0.631,345,1345,320,1407,373,,0.0,0,0,0,0,
2599,person,0.645,347,316,287,376,439,,0.0,0,0,0,0,
2599,car,0.705,351,1433,322,1513,382,,0.0,0,0,0,0,
2600,car,0.844,328,1208,316,1387,451,MATRICULA,0.858,1270,422,1324,438,MATRICULA
2600,car,0.488,345,1346,320,1405,372,,0.0,0,0,0,0,
2600,person,0.542,347,320,294,382,439,,0.0,0,0,0,0,
2600,car,0.704,351,1433,322,1513,382,,0.0,0,0,0,0,
2601,car,0.853,338,1206,316,1390,453,,0.0,0,0,0,0,
2601,person,0.662,347,324,293,384,439,,0.0,0,0,0,0,
2601,car,0.69,351,1433,322,1513,382,,0.0,0,0,0,0,
2601,car,0.762,352,1846,407,1919,557,,0.0,0,0,0,0,
2602,car,0.854,338,1205,316,1394,455,,0.0,0,0,0,0,
2602,person,0.658,347,326,289,389,438,,0.0,0,0,0,0,
2602,car,0.692,351,1433,322,1513,382,,0.0,0,0,0,0,
2602,car,0.819,352,1828,398,1919,555,,0.0,0,0,0,0,
2603,car,0.864,338,1204,316,1396,458,,0.0,0,0,0,0,
2603,person,0.742,347,328,291,394,438,,0.0,0,0,0,0,
2603,car,0.703,351,1433,322,1513,382,,0.0,0,0,0,0,
2603,car,0.834,352,1806,388,1919,549,,0.0,0,0,0,0,
2604,car,0.853,338,1205,316,1398,462,,0.0,0,0,0,0,
2604,person,0.654,347,329,286,399,437,,0.0,0,0,0,0,
2604,car,0.725,351,1433,322,1513,382,,0.0,0,0,0,0,
2604,car,0.852,352,1787,372,1919,546,,0.0,0,0,0,0,
2605,car,0.85,328,1205,316,1401,465,MATRICULA,0.891,1274,433,1333,450,MATRICULA
2605,person,0.682,347,330,284,402,438,,0.0,0,0,0,0,
2605,car,0.72,351,1433,322,1513,382,,0.0,0,0,0,0,
2605,car,0.833,352,1768,356,1919,541,,0.0,0,0,0,0,
2606,car,0.855,338,1204,316,1406,469,,0.0,0,0,0,0,
2606,person,0.649,347,333,290,405,439,,0.0,0,0,0,0,
2606,car,0.699,351,1433,322,1512,382,,0.0,0,0,0,0,
2606,car,0.857,352,1751,343,1919,539,,0.0,0,0,0,0,
2607,car,0.852,338,1205,316,1409,472,,0.0,0,0,0,0,
2607,person,0.532,347,336,295,407,436,,0.0,0,0,0,0,
2607,car,0.7,351,1433,322,1513,382,,0.0,0,0,0,0,
2607,car,0.847,352,1735,333,1919,538,,0.0,0,0,0,0,
2608,car,0.854,338,1204,316,1414,474,,0.0,0,0,0,0,
2608,person,0.654,347,348,297,410,433,,0.0,0,0,0,0,
2608,car,0.702,351,1433,322,1513,382,,0.0,0,0,0,0,
2608,car,0.857,352,1720,328,1919,538,,0.0,0,0,0,0,
2609,car,0.873,338,1204,316,1418,477,,0.0,0,0,0,0,
2609,person,0.643,347,355,297,414,433,,0.0,0,0,0,0,
2609,car,0.717,351,1433,322,1513,382,,0.0,0,0,0,0,
2609,car,0.858,352,1704,324,1919,542,,0.0,0,0,0,0,
2610,car,0.864,328,1203,316,1423,481,MATRICULA,0.876,1284,446,1351,465,MATRICULA
2610,person,0.676,347,358,292,416,434,,0.0,0,0,0,0,
2610,car,0.701,351,1434,322,1513,382,,0.0,0,0,0,0,
2610,car,0.902,352,1693,322,1919,550,,0.0,0,0,0,0,
2611,car,0.864,338,1203,315,1428,486,,0.0,0,0,0,0,
2611,person,0.725,347,363,294,418,435,,0.0,0,0,0,0,
2611,car,0.677,351,1434,322,1513,382,,0.0,0,0,0,0,
2611,car,0.896,352,1679,321,1919,552,,0.0,0,0,0,0,
2612,car,0.87,338,1206,314,1434,491,,0.0,0,0,0,0,
2612,person,0.572,347,366,290,423,434,,0.0,0,0,0,0,
2612,car,0.663,351,1434,322,1513,382,,0.0,0,0,0,0,
2612,car,0.899,352,1666,321,1919,551,,0.0,0,0,0,0,
2613,car,0.877,338,1207,315,1439,492,,0.0,0,0,0,0,
2613,person,0.577,347,367,278,426,434,,0.0,0,0,0,0,
2613,car,0.667,351,1434,322,1513,382,,0.0,0,0,0,0,
2613,car,0.887,352,1655,319,1919,548,,0.0,0,0,0,0,
2614,car,0.863,338,1208,315,1446,496,,0.0,0,0,0,0,
2614,person,0.651,347,368,289,428,434,,0.0,0,0,0,0,
2614,car,0.666,351,1434,323,1513,382,,0.0,0,0,0,0,
2614,car,0.877,352,1642,317,1919,541,,0.0,0,0,0,0,
2615,car,0.844,328,1208,315,1454,501,MATRICULA,0.891,1303,463,1376,485,MATRICULA
2615,person,0.689,347,366,288,431,435,,0.0,0,0,0,0,
2615,car,0.665,351,1433,322,1513,382,,0.0,0,0,0,0,
2615,car,0.887,352,1632,318,1919,532,,0.0,0,0,0,0,
2616,car,0.864,338,1210,316,1462,505,,0.0,0,0,0,0,
2616,person,0.713,347,366,283,436,435,,0.0,0,0,0,0,
2616,car,0.654,351,1433,321,1513,383,,0.0,0,0,0,0,
2616,car,0.892,352,1621,318,1919,526,,0.0,0,0,0,0,
2617,car,0.867,338,1209,316,1471,513,,0.0,0,0,0,0,
2617,person,0.742,347,368,285,438,435,,0.0,0,0,0,0,
2617,car,0.609,351,1433,320,1513,383,,0.0,0,0,0,0,
2617,car,0.881,352,1612,317,1919,518,,0.0,0,0,0,0,
2618,car,0.874,338,1208,316,1480,521,,0.0,0,0,0,0,
2618,person,0.689,347,371,291,440,435,,0.0,0,0,0,0,
2618,car,0.597,351,1434,322,1513,382,,0.0,0,0,0,0,
2618,car,0.85,352,1603,317,1918,515,,0.0,0,0,0,0,
2619,car,0.875,338,1209,317,1490,527,,0.0,0,0,0,0,
2619,person,0.615,347,377,286,442,433,,0.0,0,0,0,0,
2619,car,0.509,351,1430,322,1512,382,,0.0,0,0,0,0,
2619,car,0.851,352,1593,318,1918,517,,0.0,0,0,0,0,
2620,car,0.875,328,1209,317,1501,532,MATRICULA,0.845,1333,486,1416,509,MATRICULA
2620,person,0.624,347,380,281,445,431,,0.0,0,0,0,0,
2620,car,0.585,351,1434,323,1512,383,,0.0,0,0,0,0,
2620,car,0.863,328,1584,319,1918,515,MATRICULA,0.712,1849,409,1915,427,MATRICULA
2621,car,0.864,338,1210,317,1512,538,,0.0,0,0,0,0,
2621,person,0.655,347,385,289,448,428,,0.0,0,0,0,0,
2621,car,0.539,351,1439,322,1512,384,,0.0,0,0,0,0,
2621,car,0.808,352,1576,320,1918,514,,0.0,0,0,0,0,
2622,car,0.881,338,1211,316,1523,543,,0.0,0,0,0,0,
2622,person,0.686,347,389,292,451,427,,0.0,0,0,0,0,
2622,car,0.469,351,1442,322,1513,381,,0.0,0,0,0,0,
2622,car,0.875,352,1568,319,1918,511,,0.0,0,0,0,0,
2623,car,0.884,338,1212,319,1538,550,,0.0,0,0,0,0,
2623,person,0.59,347,394,288,453,425,,0.0,0,0,0,0,
2623,car,0.869,352,1561,320,1917,506,,0.0,0,0,0,0,
2624,car,0.912,338,1214,318,1550,553,,0.0,0,0,0,0,
2624,person,0.649,347,398,289,457,429,,0.0,0,0,0,0,
2624,car,0.865,352,1558,320,1906,502,,0.0,0,0,0,0,
2625,car,0.897,328,1216,317,1568,559,MATRICULA,0.845,1383,516,1479,543,MATRICULA
2625,person,0.619,347,402,290,460,429,,0.0,0,0,0,0,
2625,car,0.886,328,1554,321,1893,499,MATRICULA,0.722,1764,399,1825,415,MATRICULA
2626,car,0.888,338,1219,317,1587,568,,0.0,0,0,0,0,
2626,person,0.615,347,405,290,462,428,,0.0,0,0,0,0,
2626,car,0.876,352,1553,321,1875,496,,0.0,0,0,0,0,
2627,car,0.885,338,1224,316,1604,575,,0.0,0,0,0,0,
2627,person,0.602,347,408,292,465,429,,0.0,0,0,0,0,
2627,car,0.87,352,1549,321,1862,491,,0.0,0,0,0,0,
2628,car,0.895,338,1226,317,1626,585,,0.0,0,0,0,0,
2628,person,0.652,347,408,297,470,428,,0.0,0,0,0,0,
2628,car,0.859,352,1548,319,1846,489,,0.0,0,0,0,0,
2629,car,0.902,338,1229,318,1649,596,,0.0,0,0,0,0,
2629,person,0.609,347,411,301,475,428,,0.0,0,0,0,0,
2629,car,0.816,352,1552,319,1828,486,,0.0,0,0,0,0,
2630,car,0.901,328,1232,319,1675,606,MATRICULA,0.78,1466,560,1584,590,MATRICULA
2630,person,0.59,347,415,302,479,427,,0.0,0,0,0,0,
2630,car,0.839,328,1555,317,1815,482,MATRICULA,0.709,1701,389,1755,405,MATRICULA
2631,car,0.912,338,1237,319,1702,615,,0.0,0,0,0,0,
2631,person,0.574,347,417,302,481,427,,0.0,0,0,0,0,
2631,car,0.855,352,1560,317,1797,478,,0.0,0,0,0,0,
2632,car,0.908,338,1241,318,1729,624,,0.0,0,0,0,0,
2632,person,0.571,347,420,304,485,426,,0.0,0,0,0,0,
2632,car,0.82,352,1557,318,1786,476,,0.0,0,0,0,0,
2633,car,0.905,338,1246,320,1764,635,,0.0,0,0,0,0,
2633,person,0.52,347,425,305,488,426,,0.0,0,0,0,0,
2633,car,0.75,352,1554,318,1773,471,,0.0,0,0,0,0,
2634,car,0.916,338,1253,321,1800,650,,0.0,0,0,0,0,
2634,person,0.631,347,428,301,491,426,,0.0,0,0,0,0,
2634,car,0.683,352,1566,323,1761,457,,0.0,0,0,0,0,
2635,car,0.932,328,1260,323,1842,666,MATRICULA,0.695,1606,623,1751,663,MATRICULA
2635,person,0.62,347,433,291,492,426,,0.0,0,0,0,0,
2635,car,0.469,352,1546,318,1757,444,,0.0,0,0,0,0,
2635,car,0.653,356,1294,315,1348,358,,0.0,0,0,0,0,
2636,car,0.923,338,1266,321,1889,683,,0.0,0,0,0,0,
2636,person,0.635,347,438,288,496,425,,0.0,0,0,0,0,
2636,car,0.705,356,1295,315,1353,358,,0.0,0,0,0,0,
2637,car,0.901,338,1274,320,1915,703,,0.0,0,0,0,0,
2637,person,0.66,347,440,291,500,424,,0.0,0,0,0,0,
2637,car,0.749,356,1295,314,1355,358,,0.0,0,0,0,0,
2638,car,0.91,338,1284,318,1920,720,,0.0,0,0,0,0,
2638,person,0.621,347,442,295,502,424,,0.0,0,0,0,0,
2638,car,0.718,356,1296,314,1353,357,,0.0,0,0,0,0,
2639,car,0.914,338,1295,318,1920,744,,0.0,0,0,0,0,
2639,person,0.591,347,442,297,502,425,,0.0,0,0,0,0,
2639,car,0.731,356,1296,315,1353,358,,0.0,0,0,0,0,
2640,car,0.938,328,1306,318,1920,767,MATRICULA,0.566,1858,727,1919,767,MATRICULA
2640,person,0.632,347,441,297,504,423,,0.0,0,0,0,0,
2640,car,0.735,356,1295,316,1350,358,,0.0,0,0,0,0,
2641,car,0.934,338,1320,319,1920,797,,0.0,0,0,0,0,
2641,person,0.541,347,442,299,506,422,,0.0,0,0,0,0,
2641,car,0.702,356,1295,316,1349,359,,0.0,0,0,0,0,
2641,car,0.413,357,1263,317,1300,351,,0.0,0,0,0,0,
2642,car,0.93,338,1335,322,1920,824,,0.0,0,0,0,0,
2642,person,0.519,347,443,301,506,421,,0.0,0,0,0,0,
2642,car,0.682,356,1293,315,1349,358,,0.0,0,0,0,0,
2642,car,0.434,357,1261,317,1299,351,,0.0,0,0,0,0,
2642,car,0.492,359,1383,325,1433,360,,0.0,0,0,0,0,
2643,car,0.932,338,1350,324,1920,860,,0.0,0,0,0,0,
2643,person,0.543,347,446,302,508,420,,0.0,0,0,0,0,
2643,car,0.664,356,1292,315,1349,357,,0.0,0,0,0,0,
2643,car,0.426,357,1260,317,1297,351,,0.0,0,0,0,0,
2643,car,0.455,359,1382,324,1435,360,,0.0,0,0,0,0,
2643,car,0.424,360,1343,320,1389,358,,0.0,0,0,0,0,
2644,car,0.934,338,1368,325,1920,889,,0.0,0,0,0,0,
2644,person,0.533,347,450,302,509,421,,0.0,0,0,0,0,
2644,car,0.692,356,1291,315,1348,357,,0.0,0,0,0,0,
2644,car,0.412,359,1382,324,1433,359,,0.0,0,0,0,0,
2644,car,0.443,360,1342,321,1389,358,,0.0,0,0,0,0,
2644,car,0.496,351,1426,322,1509,381,,0.0,0,0,0,0,
2645,car,0.94,338,1388,330,1920,916,,0.0,0,0,0,0,
2645,person,0.463,347,453,301,512,424,,0.0,0,0,0,0,
2645,car,0.69,356,1291,315,1347,357,,0.0,0,0,0,0,
2645,car,0.449,360,1341,321,1389,358,,0.0,0,0,0,0,
2646,car,0.953,338,1411,336,1920,957,,0.0,0,0,0,0,
2646,person,0.552,347,458,298,515,421,,0.0,0,0,0,0,
2646,car,0.695,356,1291,315,1345,357,,0.0,0,0,0,0,
2646,car,0.468,360,1341,321,1388,358,,0.0,0,0,0,0,
2646,car,0.595,352,1451,316,1635,425,,0.0,0,0,0,0,
2646,car,0.407,357,1258,318,1295,351,,0.0,0,0,0,0,
2646,car,0.432,359,1382,323,1432,359,,0.0,0,0,0,0,
2646,car,0.421,351,1425,324,1492,380,,0.0,0,0,0,0,
2647,car,0.946,338,1435,338,1920,964,,0.0,0,0,0,0,
2647,person,0.488,347,463,298,519,420,,0.0,0,0,0,0,
2647,car,0.684,356,1291,315,1344,356,,0.0,0,0,0,0,
2647,car,0.463,360,1341,321,1387,357,,0.0,0,0,0,0,
2647,car,0.451,361,1355,323,1394,357,,0.0,0,0,0,0,
2647,car,0.779,352,1445,317,1629,429,,0.0,0,0,0,0,
2647,car,0.502,359,1382,323,1434,359,,0.0,0,0,0,0,
2648,car,0.922,338,1463,342,1920,928,,0.0,0,0,0,0,
2648,person,0.41,347,469,291,522,418,,0.0,0,0,0,0,
2648,car,0.681,356,1289,314,1344,356,,0.0,0,0,0,0,
2648,car,0.455,360,1342,321,1387,357,,0.0,0,0,0,0,
2648,car,0.468,361,1356,323,1394,357,,0.0,0,0,0,0,
2648,car,0.766,352,1440,319,1622,430,,0.0,0,0,0,0,
2648,car,0.502,359,1382,323,1434,360,,0.0,0,0,0,0,
2648,car,0.414,351,1405,325,1477,377,,0.0,0,0,0,0,
2649,car,0.924,338,1495,343,1920,909,,0.0,0,0,0,0,
2649,car,0.685,356,1289,314,1343,356,,0.0,0,0,0,0,
2649,car,0.449,360,1342,321,1386,357,,0.0,0,0,0,0,
2649,car,0.458,361,1361,322,1396,356,,0.0,0,0,0,0,
2649,car,0.808,352,1437,319,1623,430,,0.0,0,0,0,0,
2649,car,0.524,359,1382,323,1435,361,,0.0,0,0,0,0,
2649,car,0.465,351,1398,325,1472,376,,0.0,0,0,0,0,
2650,car,0.93,338,1528,343,1920,895,,0.0,0,0,0,0,
2650,car,0.686,356,1288,314,1343,356,,0.0,0,0,0,0,
2650,car,0.438,360,1342,321,1386,357,,0.0,0,0,0,0,
2650,car,0.458,361,1362,322,1396,356,,0.0,0,0,0,0,
2650,car,0.847,328,1434,319,1619,433,MATRICULA,0.406,1527,319,1577,334,MATRICULA
2650,car,0.511,359,1382,324,1435,360,,0.0,0,0,0,0,
2650,car,0.447,351,1396,325,1470,375,,0.0,0,0,0,0,
2650,person,0.417,347,475,261,532,419,,0.0,0,0,0,0,
2651,car,0.924,338,1568,350,1920,884,,0.0,0,0,0,0,
2651,car,0.702,356,1287,314,1343,356,,0.0,0,0,0,0,
2651,car,0.449,360,1342,321,1386,357,,0.0,0,0,0,0,
2651,car,0.458,361,1363,322,1396,357,,0.0,0,0,0,0,
2651,car,0.851,352,1430,318,1616,435,,0.0,0,0,0,0,
2651,car,0.524,359,1382,324,1436,360,,0.0,0,0,0,0,
2652,car,0.924,338,1613,356,1920,878,,0.0,0,0,0,0,
2652,car,0.728,356,1287,314,1341,355,,0.0,0,0,0,0,
2652,car,0.453,360,1341,322,1386,356,,0.0,0,0,0,0,
2652,car,0.46,361,1364,323,1395,357,,0.0,0,0,0,0,
2652,car,0.861,352,1426,318,1608,434,,0.0,0,0,0,0,
2652,car,0.502,359,1383,324,1434,360,,0.0,0,0,0,0,
2652,car,0.415,351,1390,324,1464,373,,0.0,0,0,0,0,
2653,car,0.917,338,1663,366,1919,876,,0.0,0,0,0,0,
2653,car,0.737,356,1286,314,1340,355,,0.0,0,0,0,0,
2653,car,0.49,360,1341,321,1386,356,,0.0,0,0,0,0,
2653,car,0.481,361,1357,323,1394,357,,0.0,0,0,0,0,
2653,car,0.862,352,1423,318,1600,431,,0.0,0,0,0,0,
2653,car,0.475,359,1382,324,1434,360,,0.0,0,0,0,0,
2653,car,0.416,351,1388,324,1461,373,,0.0,0,0,0,0,
2653,car,0.405,357,1254,318,1286,346,,0.0,0,0,0,0,
2654,car,0.881,338,1717,391,1920,902,,0.0,0,0,0,0,
2654,car,0.736,356,1286,314,1340,356,,0.0,0,0,0,0,
2654,car,0.473,360,1341,322,1386,356,,0.0,0,0,0,0,
2654,car,0.47,361,1359,323,1394,357,,0.0,0,0,0,0,
2654,car,0.888,352,1422,320,1595,430,,0.0,0,0,0,0,
2654,car,0.53,359,1382,324,1434,360,,0.0,0,0,0,0,
2654,car,0.409,351,1385,323,1450,365,,0.0,0,0,0,0,
2654,person,0.481,347,477,275,537,416,,0.0,0,0,0,0,
2655,car,0.637,338,1781,457,1920,934,,0.0,0,0,0,0,
2655,car,0.738,356,1286,314,1340,356,,0.0,0,0,0,0,
2655,car,0.472,360,1341,321,1387,356,,0.0,0,0,0,0,
2655,car,0.456,361,1360,323,1394,357,,0.0,0,0,0,0,
2655,car,0.876,328,1420,319,1591,430,MATRICULA,0.451,1515,365,1552,376,MATRICULA
2655,car,0.521,359,1382,324,1434,360,,0.0,0,0,0,0,
2655,person,0.645,347,477,281,538,416,,0.0,0,0,0,0,
2656,car,0.729,356,1285,314,1339,356,,0.0,0,0,0,0,
2656,car,0.484,360,1340,321,1387,356,,0.0,0,0,0,0,
2656,car,0.442,361,1358,323,1395,357,,0.0,0,0,0,0,
2656,car,0.897,352,1420,320,1585,427,,0.0,0,0,0,0,
2656,car,0.531,359,1382,324,1436,360,,0.0,0,0,0,0,
2656,person,0.554,347,481,290,542,418,,0.0,0,0,0,0,
2657,car,0.729,356,1285,314,1338,356,,0.0,0,0,0,0,
2657,car,0.496,360,1340,321,1387,355,,0.0,0,0,0,0,
2657,car,0.468,361,1356,323,1395,357,,0.0,0,0,0,0,
2657,car,0.923,352,1418,320,1579,426,,0.0,0,0,0,0,
2657,car,0.57,359,1382,324,1437,360,,0.0,0,0,0,0,
2658,car,0.729,356,1285,314,1338,355,,0.0,0,0,0,0,
2658,car,0.478,360,1340,322,1387,354,,0.0,0,0,0,0,
2658,car,0.471,361,1357,323,1395,357,,0.0,0,0,0,0,
2658,car,0.923,352,1416,319,1573,424,,0.0,0,0,0,0,
2658,car,0.533,359,1382,324,1436,360,,0.0,0,0,0,0,
2658,person,0.522,347,490,292,548,415,,0.0,0,0,0,0,
2659,car,0.74,356,1285,315,1338,353,,0.0,0,0,0,0,
2659,car,0.507,360,1340,321,1386,353,,0.0,0,0,0,0,
2659,car,0.499,361,1361,323,1396,357,,0.0,0,0,0,0,
2659,car,0.934,352,1413,318,1569,424,,0.0,0,0,0,0,
2659,car,0.54,359,1382,324,1434,359,,0.0,0,0,0,0,
2659,person,0.665,347,497,293,551,414,,0.0,0,0,0,0,
2659,car,0.406,351,1385,321,1447,359,,0.0,0,0,0,0,
2660,car,0.74,356,1285,315,1337,353,,0.0,0,0,0,0,
2660,car,0.519,360,1340,321,1385,353,,0.0,0,0,0,0,
2660,car,0.533,361,1362,323,1395,357,,0.0,0,0,0,0,
2660,car,0.909,352,1413,319,1565,421,,0.0,0,0,0,0,
2660,car,0.499,359,1381,324,1429,359,,0.0,0,0,0,0,
2660,person,0.637,347,500,294,554,413,,0.0,0,0,0,0,
2660,car,0.423,357,1253,318,1285,344,,0.0,0,0,0,0,
2661,car,0.727,356,1285,316,1336,352,,0.0,0,0,0,0,
2661,car,0.553,360,1341,321,1385,353,,0.0,0,0,0,0,
2661,car,0.565,361,1361,323,1395,357,,0.0,0,0,0,0,
2661,car,0.852,352,1414,319,1560,419,,0.0,0,0,0,0,
2661,car,0.471,359,1382,324,1427,359,,0.0,0,0,0,0,
2661,person,0.652,347,503,292,557,414,,0.0,0,0,0,0,
2661,car,0.482,366,1256,316,1336,351,,0.0,0,0,0,0,
2662,car,0.736,356,1284,316,1335,352,,0.0,0,0,0,0,
2662,car,0.561,360,1341,321,1384,352,,0.0,0,0,0,0,
2662,car,0.578,361,1360,323,1394,357,,0.0,0,0,0,0,
2662,car,0.867,352,1413,319,1554,418,,0.0,0,0,0,0,
2662,car,0.461,359,1383,323,1429,359,,0.0,0,0,0,0,
2662,person,0.604,347,505,290,559,414,,0.0,0,0,0,0,
2663,car,0.745,356,1283,316,1335,352,,0.0,0,0,0,0,
2663,car,0.56,360,1341,321,1384,352,,0.0,0,0,0,0,
2663,car,0.582,361,1360,322,1395,357,,0.0,0,0,0,0,
2663,car,0.845,352,1408,319,1551,415,,0.0,0,0,0,0,
2663,car,0.433,359,1383,322,1430,358,,0.0,0,0,0,0,
2663,person,0.544,347,506,292,560,412,,0.0,0,0,0,0,
2664,car,0.751,356,1282,316,1335,353,,0.0,0,0,0,0,
2664,car,0.584,360,1340,321,1385,353,,0.0,0,0,0,0,
2664,car,0.632,361,1355,322,1395,357,,0.0,0,0,0,0,
2664,car,0.83,352,1401,319,1547,413,,0.0,0,0,0,0,
2664,person,0.633,347,509,291,563,415,,0.0,0,0,0,0,
2664,car,0.657,367,1848,392,1919,539,,0.0,0,0,0,0,
2665,car,0.743,356,1280,316,1335,352,,0.0,0,0,0,0,
2665,car,0.611,360,1340,321,1385,353,,0.0,0,0,0,0,
2665,car,0.643,361,1355,322,1395,357,,0.0,0,0,0,0,
2665,car,0.892,352,1399,318,1542,411,,0.0,0,0,0,0,
2665,person,0.594,347,508,293,564,413,,0.0,0,0,0,0,
2665,car,0.672,367,1833,383,1919,534,,0.0,0,0,0,0,
2665,car,0.427,357,1246,318,1278,342,,0.0,0,0,0,0,
2666,car,0.728,356,1280,316,1335,353,,0.0,0,0,0,0,
2666,car,0.622,360,1340,321,1385,353,,0.0,0,0,0,0,
2666,car,0.671,361,1356,322,1396,357,,0.0,0,0,0,0,
2666,car,0.892,352,1397,318,1538,411,,0.0,0,0,0,0,
2666,person,0.576,347,507,291,567,413,,0.0,0,0,0,0,
2666,car,0.611,367,1814,376,1919,531,,0.0,0,0,0,0,
2666,car,0.406,357,1246,318,1278,342,,0.0,0,0,0,0,
2667,car,0.72,356,1279,316,1336,353,,0.0,0,0,0,0,
2667,car,0.621,360,1341,321,1385,353,,0.0,0,0,0,0,
2667,car,0.676,361,1354,322,1397,357,,0.0,0,0,0,0,
2667,car,0.879,352,1399,318,1533,410,,0.0,0,0,0,0,
2667,person,0.629,347,508,292,567,414,,0.0,0,0,0,0,
2667,car,0.627,367,1798,350,1919,526,,0.0,0,0,0,0,
2668,car,0.706,356,1278,317,1337,353,,0.0,0,0,0,0,
2668,car,0.62,360,1341,321,1384,352,,0.0,0,0,0,0,
2668,car,0.687,361,1355,322,1400,356,,0.0,0,0,0,0,
2668,car,0.903,352,1395,318,1527,410,,0.0,0,0,0,0,
2668,person,0.637,347,510,296,569,414,,0.0,0,0,0,0,
2668,car,0.787,367,1781,337,1918,523,,0.0,0,0,0,0,
2669,car,0.661,356,1278,317,1334,353,,0.0,0,0,0,0,
2669,car,0.622,360,1341,321,1383,352,,0.0,0,0,0,0,
2669,car,0.669,361,1356,322,1402,356,,0.0,0,0,0,0,
2669,car,0.891,352,1394,318,1524,409,,0.0,0,0,0,0,
2669,person,0.455,347,510,265,577,415,,0.0,0,0,0,0,
2669,car,0.851,367,1766,331,1919,519,,0.0,0,0,0,0,
2670,car,0.645,356,1278,317,1333,352,,0.0,0,0,0,0,
2670,car,0.628,360,1341,321,1384,352,,0.0,0,0,0,0,
2670,car,0.693,361,1356,321,1404,356,,0.0,0,0,0,0,
2670,car,0.886,352,1391,318,1521,409,,0.0,0,0,0,0,
2670,person,0.591,347,512,253,580,416,,0.0,0,0,0,0,
2670,car,0.893,367,1752,325,1919,517,,0.0,0,0,0,0,
2671,car,0.645,356,1278,317,1333,353,,0.0,0,0,0,0,
